,index,char,x,y,height,width
0,125,N,-0.9737500095367432,0.4416666960716248,0.19,0.0925
1,125,o,-0.8487499785423279,0.39666669607162475,0.14666666666666667,0.09
2,125, ,-0.7425000071525574,0.25166669607162473,0.0,0.0
3,125,F,-0.5924999761581421,0.4400000294049581,0.19,0.08125
4,125,r,-0.47500000476837156,0.39666669607162475,0.145,0.09125
5,125,e,-0.35125000357627867,0.39666669607162475,0.14666666666666667,0.08625
6,125,n,-0.2275000023841858,0.3950000294049581,0.14333333333333334,0.08375
7,125,c,-0.10375000119209289,0.39666669607162475,0.14666666666666667,0.085
8,125,h,0.02,0.4500000294049581,0.19833333333333333,0.08375
9,125, ,0.1237500011920929,0.25166669607162473,0.0,0.0
10,125,p,-0.9700000095367431,-0.135,0.19333333333333333,0.0875
11,125,e,-0.8462499785423279,-0.135,0.14666666666666667,0.08625
12,125,o,-0.7250000071525574,-0.135,0.14666666666666667,0.09
13,125,p,-0.5987499761581421,-0.135,0.19333333333333333,0.0875
14,125,l,-0.4737500047683716,-0.08333333333333333,0.19666666666666666,0.08625
15,125,e,-0.35125000357627867,-0.135,0.14666666666666667,0.08625
16,125, ,-0.2475000023841858,-0.28,0.0,0.0
17,125,w,-0.11875000119209289,-0.13833333333333334,0.14166666666666666,0.11375
18,125,e,0.02,-0.135,0.14666666666666667,0.08625
19,125,r,0.14375000119209289,-0.135,0.145,0.09125
20,125,e,0.2675000023841858,-0.135,0.14666666666666667,0.08625
21,125, ,0.3712500035762787,-0.28,0.0,0.0
22,125,h,0.3712500035762787,-0.28,0.0,0.0
23,125,a,0.3712500035762787,-0.28,0.0,0.0
24,125,r,0.3712500035762787,-0.28,0.0,0.0
25,125,m,0.3712500035762787,-0.28,0.0,0.0
26,125,e,0.3712500035762787,-0.28,0.0,0.0
27,125,d,0.3712500035762787,-0.28,0.0,0.0
28,125, ,0.3712500035762787,-0.28,0.0,0.0
29,125,d,0.3712500035762787,-0.28,0.0,0.0
30,125,u,0.3712500035762787,-0.28,0.0,0.0
31,125,r,0.3712500035762787,-0.28,0.0,0.0
32,125,i,0.3712500035762787,-0.28,0.0,0.0
33,125,n,0.3712500035762787,-0.28,0.0,0.0
34,125,g,0.3712500035762787,-0.28,0.0,0.0
35,125, ,0.3712500035762787,-0.28,0.0,0.0
36,125,t,0.3712500035762787,-0.28,0.0,0.0
37,125,h,0.3712500035762787,-0.28,0.0,0.0
38,125,e,0.3712500035762787,-0.28,0.0,0.0
39,125, ,0.3712500035762787,-0.28,0.0,0.0
40,125,m,0.3712500035762787,-0.28,0.0,0.0
41,125,a,0.3712500035762787,-0.28,0.0,0.0
42,125,k,0.3712500035762787,-0.28,0.0,0.0
43,125,i,0.3712500035762787,-0.28,0.0,0.0
44,125,n,0.3712500035762787,-0.28,0.0,0.0
45,125,g,0.3712500035762787,-0.28,0.0,0.0
46,125, ,0.3712500035762787,-0.28,0.0,0.0
47,125,o,0.3712500035762787,-0.28,0.0,0.0
48,125,f,0.3712500035762787,-0.28,0.0,0.0
49,125, ,0.3712500035762787,-0.28,0.0,0.0
50,125,t,0.3712500035762787,-0.28,0.0,0.0
51,125,h,0.3712500035762787,-0.28,0.0,0.0
52,125,i,0.3712500035762787,-0.28,0.0,0.0
53,125,s,0.3712500035762787,-0.28,0.0,0.0
54,125, ,0.3712500035762787,-0.28,0.0,0.0
55,125,m,0.3712500035762787,-0.28,0.0,0.0
56,125,o,0.3712500035762787,-0.28,0.0,0.0
57,125,v,0.3712500035762787,-0.28,0.0,0.0
58,125,i,0.3712500035762787,-0.28,0.0,0.0
59,125,e,0.3712500035762787,-0.28,0.0,0.0
60,125,",",0.3712500035762787,-0.28,0.0,0.0
61,125, ,0.3712500035762787,-0.28,0.0,0.0
62,125,b,0.3712500035762787,-0.28,0.0,0.0
63,125,u,0.3712500035762787,-0.28,0.0,0.0
64,125,t,0.3712500035762787,-0.28,0.0,0.0
65,125, ,0.3712500035762787,-0.28,0.0,0.0
66,125,t,0.3712500035762787,-0.28,0.0,0.0
67,125,h,0.3712500035762787,-0.28,0.0,0.0
68,125,e,0.3712500035762787,-0.28,0.0,0.0
69,125,y,0.3712500035762787,-0.28,0.0,0.0
70,125, ,0.3712500035762787,-0.28,0.0,0.0
71,125,w,0.3712500035762787,-0.28,0.0,0.0
72,125,e,0.3712500035762787,-0.28,0.0,0.0
73,125,r,0.3712500035762787,-0.28,0.0,0.0
74,125,e,0.3712500035762787,-0.28,0.0,0.0
75,125, ,0.3712500035762787,-0.28,0.0,0.0
76,125,i,0.3712500035762787,-0.28,0.0,0.0
77,125,n,0.3712500035762787,-0.28,0.0,0.0
78,125,s,0.3712500035762787,-0.28,0.0,0.0
79,125,u,0.3712500035762787,-0.28,0.0,0.0
80,125,l,0.3712500035762787,-0.28,0.0,0.0
81,125,t,0.3712500035762787,-0.28,0.0,0.0
82,125,e,0.3712500035762787,-0.28,0.0,0.0
83,125,d,0.3712500035762787,-0.28,0.0,0.0
84,125, ,0.3712500035762787,-0.28,0.0,0.0
85,125,a,0.3712500035762787,-0.28,0.0,0.0
86,125,n,0.3712500035762787,-0.28,0.0,0.0
87,125,d,0.3712500035762787,-0.28,0.0,0.0
88,125, ,0.3712500035762787,-0.28,0.0,0.0
89,125,t,0.3712500035762787,-0.28,0.0,0.0
90,125,h,0.3712500035762787,-0.28,0.0,0.0
91,125,e,0.3712500035762787,-0.28,0.0,0.0
92,125, ,0.3712500035762787,-0.28,0.0,0.0
93,125,a,0.3712500035762787,-0.28,0.0,0.0
94,125,u,0.3712500035762787,-0.28,0.0,0.0
95,125,d,0.3712500035762787,-0.28,0.0,0.0
96,125,i,0.3712500035762787,-0.28,0.0,0.0
97,125,e,0.3712500035762787,-0.28,0.0,0.0
98,125,n,0.3712500035762787,-0.28,0.0,0.0
99,125,c,0.3712500035762787,-0.28,0.0,0.0
100,125,e,0.3712500035762787,-0.28,0.0,0.0
101,125, ,0.3712500035762787,-0.28,0.0,0.0
102,125,w,0.3712500035762787,-0.28,0.0,0.0
103,125,a,0.3712500035762787,-0.28,0.0,0.0
104,125,s,0.3712500035762787,-0.28,0.0,0.0
105,125, ,0.3712500035762787,-0.28,0.0,0.0
106,125,p,0.3712500035762787,-0.28,0.0,0.0
107,125,u,0.3712500035762787,-0.28,0.0,0.0
108,125,t,0.3712500035762787,-0.28,0.0,0.0
109,125, ,0.3712500035762787,-0.28,0.0,0.0
110,125,t,0.3712500035762787,-0.28,0.0,0.0
111,125,h,0.3712500035762787,-0.28,0.0,0.0
112,125,r,0.3712500035762787,-0.28,0.0,0.0
