,index,char,x,y,height,width
0,349,D,-0.9725000095367432,0.4400000294049581,0.18833333333333332,0.0975
1,349,i,-0.8449999785423279,0.46166669607162475,0.21,0.08625
2,349,s,-0.7212500071525574,0.39666669607162475,0.14666666666666667,0.08125
3,349,t,-0.6012499761581421,0.4300000294049581,0.17833333333333334,0.085
4,349,i,-0.4737500047683716,0.46166669607162475,0.21,0.08625
5,349,n,-0.35125000357627867,0.3950000294049581,0.14333333333333334,0.08375
6,349,c,-0.2275000023841858,0.39666669607162475,0.14666666666666667,0.085
7,349,t,-0.1062500011920929,0.4300000294049581,0.17833333333333334,0.085
8,349,l,0.02125,0.44833336273829144,0.19666666666666666,0.08625
9,349,y,0.1387500011920929,0.39333336273829145,0.19166666666666668,0.09375
10,349, ,0.2475000023841858,0.25166669607162473,0.0,0.0
11,349,s,0.3925000035762787,0.39666669607162475,0.14666666666666667,0.08125
12,349,u,0.5150000047683716,0.39333336273829145,0.14333333333333334,0.08375
13,349,b,0.6387499761581421,0.4500000294049581,0.2,0.08875
14,349,-,0.7525000071525574,0.3450000294049581,0.016666666666666666,0.10375
15,349,p,-0.9700000095367431,-0.135,0.19333333333333333,0.0875
16,349,a,-0.8474999785423278,-0.13666666666666666,0.145,0.08
17,349,r,-0.7225000071525574,-0.135,0.145,0.09125
18,349,.,-0.573749976158142,-0.23666666666666666,0.043333333333333335,0.0325
19,349,.,-0.4500000047683716,-0.23666666666666666,0.043333333333333335,0.0325
20,349,.,-0.3262500035762787,-0.23666666666666666,0.043333333333333335,0.0325
21,349, ,-0.2475000023841858,-0.28,0.0,0.0
22,349,m,-0.1112500011920929,-0.13666666666666666,0.14333333333333334,0.1
23,349,o,0.0175,-0.135,0.14666666666666667,0.09
24,349,r,0.14375000119209289,-0.135,0.145,0.09125
25,349,e,0.2675000023841858,-0.135,0.14666666666666667,0.08625
26,349, ,0.3712500035762787,-0.28,0.0,0.0
27,349,l,0.3712500035762787,-0.28,0.0,0.0
28,349,i,0.3712500035762787,-0.28,0.0,0.0
29,349,k,0.3712500035762787,-0.28,0.0,0.0
30,349,e,0.3712500035762787,-0.28,0.0,0.0
31,349,l,0.3712500035762787,-0.28,0.0,0.0
32,349,y,0.3712500035762787,-0.28,0.0,0.0
33,349, ,0.3712500035762787,-0.28,0.0,0.0
34,349,t,0.3712500035762787,-0.28,0.0,0.0
35,349,o,0.3712500035762787,-0.28,0.0,0.0
36,349, ,0.3712500035762787,-0.28,0.0,0.0
37,349,d,0.3712500035762787,-0.28,0.0,0.0
38,349,r,0.3712500035762787,-0.28,0.0,0.0
39,349,o,0.3712500035762787,-0.28,0.0,0.0
40,349,w,0.3712500035762787,-0.28,0.0,0.0
41,349,n,0.3712500035762787,-0.28,0.0,0.0
42,349, ,0.3712500035762787,-0.28,0.0,0.0
43,349,a,0.3712500035762787,-0.28,0.0,0.0
44,349, ,0.3712500035762787,-0.28,0.0,0.0
45,349,v,0.3712500035762787,-0.28,0.0,0.0
46,349,i,0.3712500035762787,-0.28,0.0,0.0
47,349,e,0.3712500035762787,-0.28,0.0,0.0
48,349,w,0.3712500035762787,-0.28,0.0,0.0
49,349,e,0.3712500035762787,-0.28,0.0,0.0
50,349,r,0.3712500035762787,-0.28,0.0,0.0
51,349, ,0.3712500035762787,-0.28,0.0,0.0
52,349,i,0.3712500035762787,-0.28,0.0,0.0
53,349,n,0.3712500035762787,-0.28,0.0,0.0
54,349, ,0.3712500035762787,-0.28,0.0,0.0
55,349,b,0.3712500035762787,-0.28,0.0,0.0
56,349,o,0.3712500035762787,-0.28,0.0,0.0
57,349,r,0.3712500035762787,-0.28,0.0,0.0
58,349,e,0.3712500035762787,-0.28,0.0,0.0
59,349,d,0.3712500035762787,-0.28,0.0,0.0
60,349,o,0.3712500035762787,-0.28,0.0,0.0
61,349,m,0.3712500035762787,-0.28,0.0,0.0
62,349, ,0.3712500035762787,-0.28,0.0,0.0
63,349,t,0.3712500035762787,-0.28,0.0,0.0
64,349,h,0.3712500035762787,-0.28,0.0,0.0
65,349,a,0.3712500035762787,-0.28,0.0,0.0
