,index,char,x,y,height,width
0,139,A,-0.9812500095367431,0.4416666960716248,0.19,0.10625
1,139,n,-0.8462499785423279,0.3950000294049581,0.14333333333333334,0.08375
2,139,d,-0.7262500071525574,0.4500000294049581,0.2,0.0875
3,139, ,-0.6187499761581421,0.25166669607162473,0.0,0.0
4,139,I,-0.4687500047683716,0.4416666960716248,0.19,0.07
5,139,',-0.3162500035762787,0.4416666960716248,0.08333333333333333,0.015
6,139,v,-0.23250000238418578,0.39333336273829145,0.14166666666666666,0.09375
7,139,e,-0.10375000119209289,0.39666669607162475,0.14666666666666667,0.08625
8,139, ,0.0,0.25166669607162473,0.0,0.0
9,139,d,-0.9737500095367432,-0.08166666666666667,0.2,0.0875
10,139,e,-0.8462499785423279,-0.135,0.14666666666666667,0.08625
11,139,c,-0.7225000071525574,-0.135,0.14666666666666667,0.085
12,139,i,-0.5974999761581421,-0.07,0.21,0.08625
13,139,d,-0.4787500047683716,-0.08166666666666667,0.2,0.0875
14,139,e,-0.35125000357627867,-0.135,0.14666666666666667,0.08625
15,139,d,-0.2312500023841858,-0.08166666666666667,0.2,0.0875
16,139, ,-0.1237500011920929,-0.28,0.0,0.0
17,139,t,0.0175,-0.10166666666666667,0.17833333333333334,0.085
18,139,o,0.1412500011920929,-0.135,0.14666666666666667,0.09
19,139, ,0.2475000023841858,-0.28,0.0,0.0
20,139,l,0.2475000023841858,-0.28,0.0,0.0
21,139,e,0.2475000023841858,-0.28,0.0,0.0
22,139,a,0.2475000023841858,-0.28,0.0,0.0
23,139,v,0.2475000023841858,-0.28,0.0,0.0
24,139,e,0.2475000023841858,-0.28,0.0,0.0
25,139, ,0.2475000023841858,-0.28,0.0,0.0
26,139,a,0.2475000023841858,-0.28,0.0,0.0
27,139, ,0.2475000023841858,-0.28,0.0,0.0
28,139,l,0.2475000023841858,-0.28,0.0,0.0
29,139,i,0.2475000023841858,-0.28,0.0,0.0
30,139,g,0.2475000023841858,-0.28,0.0,0.0
31,139,h,0.2475000023841858,-0.28,0.0,0.0
32,139,t,0.2475000023841858,-0.28,0.0,0.0
33,139, ,0.2475000023841858,-0.28,0.0,0.0
34,139,o,0.2475000023841858,-0.28,0.0,0.0
35,139,n,0.2475000023841858,-0.28,0.0,0.0
36,139, ,0.2475000023841858,-0.28,0.0,0.0
37,139,e,0.2475000023841858,-0.28,0.0,0.0
38,139,v,0.2475000023841858,-0.28,0.0,0.0
39,139,e,0.2475000023841858,-0.28,0.0,0.0
40,139,r,0.2475000023841858,-0.28,0.0,0.0
41,139,y,0.2475000023841858,-0.28,0.0,0.0
42,139, ,0.2475000023841858,-0.28,0.0,0.0
43,139,n,0.2475000023841858,-0.28,0.0,0.0
44,139,i,0.2475000023841858,-0.28,0.0,0.0
45,139,g,0.2475000023841858,-0.28,0.0,0.0
46,139,h,0.2475000023841858,-0.28,0.0,0.0
47,139,t,0.2475000023841858,-0.28,0.0,0.0
48,139, ,0.2475000023841858,-0.28,0.0,0.0
49,139,f,0.2475000023841858,-0.28,0.0,0.0
50,139,r,0.2475000023841858,-0.28,0.0,0.0
51,139,o,0.2475000023841858,-0.28,0.0,0.0
52,139,m,0.2475000023841858,-0.28,0.0,0.0
53,139, ,0.2475000023841858,-0.28,0.0,0.0
54,139,n,0.2475000023841858,-0.28,0.0,0.0
55,139,o,0.2475000023841858,-0.28,0.0,0.0
56,139,w,0.2475000023841858,-0.28,0.0,0.0
57,139, ,0.2475000023841858,-0.28,0.0,0.0
58,139,o,0.2475000023841858,-0.28,0.0,0.0
59,139,n,0.2475000023841858,-0.28,0.0,0.0
60,139,.,0.2475000023841858,-0.28,0.0,0.0
